MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,RoomsPerBedroom,PopulationPerRoom,OccupancyRate,IncomePerPerson,DistanceFromCenter
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,4.631143004741074,128.38315868710183,0.5371680279795056,40.52224046042465,3.056167092945016
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,4.508309287888867,230.50258613828942,0.580611048207278,16.40653356042964,3.056167092945016
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.391120507399578,37.84,-122.28,1.089,4.231703248789357,256.9466275044405,0.5432275422926863,14.521662232960509,3.052674777961123
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,1.32,4.556245586137089,83.98489297989244,0.5418380192251125,42.72151887918603,3.052674777961123
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,4.286349842862997,170.25779522053935,0.45041744767338454,22.333719556971356,3.052674777961123
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,4.476087372235902,239.24193891978862,0.5424987277092712,16.793664369183507,3.052674777961123
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,1.104,4.699262654638168,178.82931326336112,0.533818845562272,17.513645207101707,3.043301053132924
1.375,49.0,5.0303951367781155,1.1124620060790271,754.0,2.291793313069909,37.83,-122.27,1.049,4.521853858770713,149.88879195564195,0.4555890332998236,18.236074246371253,3.0398268536217574
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,4.642852807370899,253.0160841963898,0.4720449332022198,21.703497598009935,3.0398268536217574
1.4861,49.0,4.6022727272727275,1.068181818181818,570.0,2.159090909090909,37.83,-122.27,0.972,4.3085066048023295,123.85182494083803,0.4691357005334774,26.071929778821175,3.0398268536217574
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,4.16203343379513,205.30474038711182,0.5489431561152723,11.116514679719844,3.0398268536217574
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,3.8743549708588376,240.30635549737835,0.596293686097713,15.652608195724078,3.0492112586700157
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.914,4.45454128347498,144.83058180091854,0.468707384468992,50.50798251014807,3.0304463862606124
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,3.401395290390039,394.075545116538,0.5662004958570949,18.807552637031552,3.0304463862606124
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,1.554,3.9737432705761533,224.42637318413367,0.5681680333775536,22.175475663662287,3.0304463862606124
1.2852,51.0,3.759036144578314,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,1.5,3.009643892600228,137.53521982236137,0.5523502804110898,24.8588007256116,3.0304463862606124
1.025,49.0,3.772486772486773,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,3.529699667756252,122.46560568583521,0.6479661676499219,22.18614713812522,3.0339313275023243
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,4.70296568719205,97.33261129278208,0.49157884491304077,84.88865078182302,3.0339313275023243
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,4.6398670262341755,133.5550665293975,0.45738036482670374,45.64393932478191,3.0304463862606124
2.6768,52.0,4.335078534031414,1.099476439790576,718.0,1.8795811518324608,37.83,-122.26,1.823,3.9428535567379557,165.62556565883688,0.4335747792116149,37.281336995429896,3.0304463862606124
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,3.4937855213950364,166.4568439085506,0.5475554075939165,32.88961033621816,3.0304463862606124
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,1.375,3.22756148534277,140.19261621774388,0.5541210127183553,31.089605679050887,3.0363816130387757
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875,3.199997374361129,108.46151065089471,0.6778844415680918,22.472813185643467,3.0269904690963285
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,2.522664298725778,260.46501936185325,0.7399574413689012,25.357142820918366,3.0363816130387757
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,1.719,1.97792303238347,359.2966993616581,0.8203120989992194,12.541496581576196,3.0363816130387757
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,4.096487571775348,231.17072051044792,0.5679870282811987,14.180018836776606,3.0363816130387757
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,3.7760812206582903,437.90117501122444,0.6081960764044784,5.670239915431219,3.0363816130387757
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,3.574558267931345,285.15330425685784,0.7128832606421446,10.735800334995007,3.0363816130387757
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,4.978718467908924,139.60082690000627,0.5991451798283531,22.964336629152157,3.0457766333071747
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,3.888885368087322,134.0952068773063,0.6095236676241196,24.501736068573376,3.0457766333071747
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,4.298607245349734,130.12759797815195,0.502423158216803,24.20739545947364,3.0457766333071747
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.853,4.44477288201617,119.29615237860229,0.4889186572893537,11.225274709855391,3.0457766333071747
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,4.067445054242533,235.39720868006384,0.7743329232896837,11.332402224085286,3.0457766333071747
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.649122807017544,37.82,-122.29,0.6,3.6744137339166785,33.91138017121094,0.5949364942317711,272.60638007865555,3.055175494141051
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,5.312791500037865,92.41568485126398,0.4942015232687913,61.24368219992115,3.058599565160502
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,0.75,4.655168721762738,14.65184935561085,0.6370369285048195,711.430224285695,3.055175494141051
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.735,4.549447224854501,62.9661734607475,0.473429875644718,66.16836717814192,3.061193443740524
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,4.832531561323436,111.82968226519743,0.5980196912577402,19.31622513358241,3.061193443740524
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,4.11016563679381,179.80476996894595,0.5415806324365843,10.223350240833312,3.061193443740524
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.85,5.247702474205478,39.279714648712236,0.4790209103501492,67.57664208913634,3.061193443740524
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,4.349374755484511,397.6625337480156,0.6508388441047719,5.37685134098911,3.051780349238788
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,5.052627357344248,64.82290594725383,0.5104165822618412,45.20153049693487,3.051780349238788
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29,0.952,3.1481452119992466,172.42133929335722,0.6224597086402789,12.518900322132474,3.051780349238788
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.75,4.137251819302566,100.85306240560962,0.6635069895105896,31.24999994419643,3.051780349238788
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.375,5.186331119366218,46.19160940900113,0.34730533390226415,85.62068935992866,3.051780349238788
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.735763097949886,37.81,-122.28,1.775,2.6774866332973337,270.4267431549391,0.6160062486445083,12.127296572011423,3.0423709997303074
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.021,5.185048684715693,215.89701101867584,0.42415915720761466,19.792880242886017,3.0423709997303074
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,1.083,4.967073958089262,123.65118011947449,0.5973486962293454,15.410540894021441,3.0423709997303074
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,4.665771346589071,196.3036883675079,0.6040113488231013,7.614800751788613,3.051780349238788
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,3.886360213716858,77.95319870943597,0.5029238626415223,58.47093006258451,3.0389944554079036
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,1.625,3.1972286366813982,190.47721315160757,0.659090702946739,24.630541831476943,3.0423709997303074
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,3.7499962500037505,48.799986986670135,0.8714283390476809,63.75409801227269,3.032965430070043
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,-122.28,1.125,3.505151495379586,51.176457493082935,0.5882351435986544,76.0399996198,3.0423709997303074
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,1.375,2.3536563120931198,138.93776804312424,0.8963726970524144,23.33815022156604,3.0423709997303074
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,1.188,5.15216918088809,83.25209486328689,0.4926159459366088,38.73233396417059,3.0423709997303074
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.982,5.405590058441562,56.086666947002975,0.4877101473652433,63.880636435329876,3.0423709997303074
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,1.188,1.9512178681534593,251.31807329446832,0.6613633507749167,16.78694155191247,3.032965430070043
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625,2.514365431779907,205.91992233877215,0.6239997646629458,13.919413893920487,3.032965430070043
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,2.499997678573585,46.42855418367987,1.1904757482994839,77.775999377792,3.02957840301253
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,5.00001,3.192304213514639,135.18067674555212,1.5903609028888486,31.39898981969952,3.02957840301253
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.2099447513812156,37.8,-122.27,1.625,2.535711944061929,291.3479824265899,0.8048286807364362,26.172499967284374,3.02957840301253
0.75,52.0,2.823529411764706,0.9117647058823528,191.0,5.617647058823529,37.8,-122.28,1.625,3.096770797090094,67.64580937544251,1.9895826286894853,39.26701550121982,3.0389944554079036
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,2.377483443708609,37.79,-122.27,1.875,3.0403431752632883,205.53169471983713,0.6805685255623746,36.704735324923774,3.026220629762469
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,1.792,2.752806925263509,361.3462572893865,0.7737607222470803,13.923888459740851,3.02957840301253
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3,2.1513907962532017,1512.1943117231401,0.6509661264413001,5.793023924533577,3.0201661047035153
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,3.4530397636461903,525.813616087888,0.4456047593965152,13.840332024492024,3.0269904690963285
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26,1.25,3.130838458819628,54.87162688561777,0.6029849108309645,99.31683119150085,3.0235636755325683
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,2.899209744872299,687.126328379166,0.5497010627033327,6.020256914021612,3.0269904690963285
2.6104,37.0,3.7071428571428577,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,3.34838407242729,495.799480901874,0.5059178376549736,14.202393898692929,3.0269904690963285
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,3.292783510622781,618.556534966566,0.49484522797325275,10.812499995307075,3.01416577181813
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,2.734,3.6219554447490325,660.8353445968806,0.4414397759498201,12.554428399315478,3.01416577181813
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,3.5289222950649455,103.85477320973268,0.4555033912707574,80.33419002484784,3.01416577181813
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,3.0741770549635743,254.5869345420924,0.41531310692021595,28.82122901807684,3.01416577181813
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,3.357,3.0673952520532364,819.3867372027128,0.45801382739111945,10.563778352337753,3.0235636755325683
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,6.706659393667146,108.98341511467642,0.4466533406339197,73.1543025620856,3.008219955388893
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,4.203315525494026,159.5774566795063,0.3499505628936541,46.15937934251146,3.0047717550589357
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,3.821735624407754,164.67117776380147,0.39021606105166223,46.196792935573185,3.01416577181813
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,4.635148697687398,297.84308708666,0.4148232410677715,27.008310230603662,3.008219955388893
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865335,37.82,-122.25,2.25,3.9029203156232835,365.31007102826584,0.4554988416811294,25.699342088355696,3.017603237670582
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,4.9273313265922996,97.71767926785613,0.3862358864342139,92.57636346804297,3.017603237670582
2.6429,32.0,3.727005870841487,1.0743639921722117,1806.0,1.7671232876712328,37.82,-122.25,2.185,3.469031379462595,484.57114853459865,0.4741400670592942,14.633997777057585,3.017603237670582
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,3.3101973005768266,537.6439367737632,0.44177809102199117,17.28587763448492,3.017603237670582
3.1484,52.0,4.578034682080925,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25,2.241,4.250443280894343,205.1098036818232,0.3952019338763453,33.52928643926594,3.021069893266287
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,3.768687872929247,176.59635801384803,0.4184747820233366,51.43999992379259,3.021069893266287
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25,2.316,4.4564414744792025,121.4964539832149,0.41751358757118523,58.85580513322883,3.021069893266287
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,2.185,2.869711561948055,846.044722166411,0.5093586527190915,9.473807658532523,3.021069893266287
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,3.791851645112981,442.0242342770571,0.42625287779851206,17.299552061982332,3.021069893266287
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,6.303252252849398,143.86081365404235,0.38568582749073016,60.40824736040387,3.0058465197012323
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23,3.476,6.9933845995781265,167.72595863083782,0.3458267188264697,48.14936243337945,3.0058465197012323
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,6.344821710214378,115.89439302162586,0.3082297686745369,75.012594363964,3.0116974117596786
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,6.1851798017879505,13.790417221108953,0.2934131323640203,506.5612193208039,3.0187396873529777
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23,3.736,6.812645388087371,152.70819230664233,0.37892851688993134,59.78699334610085,3.0093931780344034
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,6.148077679123499,185.10481645418724,0.33352219180934645,43.987255697546935,3.0152040229476937
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24,3.911,7.156157188192636,126.59531146229736,0.34494635275830343,80.30410645915194,3.0187396873529777
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,5.0448427262694215,367.2471437321223,0.38414973193736646,26.86853765294508,3.0000508829018178
7.5,50.0,6.127348643006263,0.9874739039665972,1031.0,2.152400835073069,37.84,-122.22,2.952,6.205067711992739,168.26198276065085,0.3512776258051166,72.74490778589242,2.9964931670204056
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,5.735337648246942,236.77741198711595,0.3966120803804288,44.325478612426004,2.9871440038940125
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,4.115,7.4050373250824775,211.75392937546187,0.3237827666291466,46.74752472354732,2.9836044141273055
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,6.390167075643622,130.93258936685746,0.3817276657925873,71.87914683426641,2.9777990697829164
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.259,6.199993724087985,186.12241859225819,0.3752468116779399,61.88421047203139,2.9871440038940125
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.193,6.228254871484983,165.757740512852,0.37417097181230696,69.85261187513748,2.9777990697829164
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.124020887728459,37.83,-122.21,3.333,6.427658726412964,246.05761333067488,0.3212240382906982,42.39459124622336,2.9836044141273055
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.352,7.206514297621105,66.34237360101736,0.34917038737377554,177.21166268420808,2.964896507468678
8.401,26.0,7.530805687203792,1.056872037914692,542.0,2.5687203791469195,37.83,-122.2,3.512,7.125553796000668,71.97104141857159,0.3410949830264057,154.99999971402215,2.9742483588295032
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,6.608849528485155,99.27915873473272,0.3690675045900844,103.68835082649267,2.964896507468678
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.659,6.950750651335526,91.01088613849424,0.3460489967243127,130.97637774649388,2.9613640944672723
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.386363636363636,37.82,-122.2,3.667,6.790048646140544,60.14645192369768,0.3417412041119186,167.08333293551587,2.9707270658880796
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628,7.059918483222394,167.77186103821472,0.3355437220764294,50.04110667980939,2.9707270658880796
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,4.833,7.684200011094721,22.43835216851263,0.4315067724713967,504.9523769448224,2.948491360000911
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.314,7.132124635905037,119.81050865950398,0.3423157390271543,86.7761376546419,2.9800941763642212
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235,6.798158495377251,153.35422897135575,0.3599864529844032,63.59044042775028,2.9672352956919346
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,2.167,4.682640355673592,245.50648234395405,0.4447581201883225,22.95952379130196,2.9731621718298413
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,2.331,4.213080277065243,205.47333626197215,0.4219165015646245,32.39957935604671,2.9731621718298413
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,2.964,6.5518798697118354,82.24620703876863,0.36717056713735996,102.74901940637447,2.9766133944467748
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,2.737,5.8835766801742775,119.54336031488839,0.38812779323015706,85.25098028071767,2.9859955291326172
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,2.277,4.6946190117747415,237.90191963587583,0.5171780861649474,28.903454358810045,2.982555162943339
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,1.996,4.926719455423966,206.9960230598223,0.46937873709710276,28.23671945178311,2.982555162943339
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22,2.398,5.029570073514625,224.28330925913107,0.4355015713769535,38.33586494655201,2.982555162943339
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,2.701,5.9704954868186855,126.99602609750549,0.37351772381619264,53.86243379118726,2.9859955291326172
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,3.021,5.492531974609779,182.98706000806445,0.3512227639310258,51.74951639095791,2.9859955291326172
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,2.695,4.183123621288597,177.68466229352683,0.3871125540163983,40.15628965672644,2.9919520885201347
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,3.147,6.257636100976029,90.96718815351635,0.42707600072073404,77.95424823863686,2.9953816618254185
